file_path,file_category,current_role,status,correctness_status,content_freshness,dead_or_misleading_content,action_recommendation,notes
docs/reports/claude_goal386_v0_6_rt_graph_kernel_surface_design_review_2026-04-14.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/claude_goal387_v0_6_rt_graph_execution_interpretation_review_2026-04-14.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/claude_goal388_v0_6_rt_graph_lowering_runtime_contract_review_2026-04-14.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/claude_goal389_v0_6_rt_kernel_bfs_python_truth_path_review_2026-04-14.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/claude_goal390_v0_6_rt_kernel_triangle_python_truth_path_review_2026-04-14.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/claude_goal398_v0_6_vulkan_rt_graph_mapping_and_triangle_closure_review_2026-04-14.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/claude_goal400_v0_6_postgresql_backed_all_engine_correctness_gate_review_2026-04-14.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/claude_goal403_v0_6_pre_release_code_and_test_cleanup_review_2026-04-14.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/claude_goal404_v0_6_pre_release_doc_check_review_2026-04-14.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/claude_goal405_v0_6_pre_release_flow_audit_review_2026-04-14.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/claude_goal406_v0_6_release_hold_after_internal_gates_review_2026-04-14.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/claude_hidden_star_demo_review_2026-04-09.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/claude_tutorial_update_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/claude_v0_3_release_surface_audit_review_2026-04-09.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/claude_v0_4_direction_review_2026-04-09.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/claude_v0_4_working_plan_review_2026-04-09.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/claude_v0_5_post_release_review_followup_2026-04-14.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/claude_v0_5_review_2026-04-12.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/claude_v0_5_review_closure_2026-04-12.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/claude_workloads_and_research_foundations_audit_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/comprehensive_v0_5_transition_audit_report_2026-04-12.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/duplicate_point_problem_review_closure_2026-04-12.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/embree_endflicker_review_claude_2026-04-09.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/embree_endflicker_review_gemini_2026-04-09.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/embree_evaluation_report_2026-03-30.pdf,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/embree_evaluation_summary_2026-03-30.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/embree_gap_analysis_2026-03-30.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/external_independent_release_check_review_2026-04-15.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/external_raw/README.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/external_raw/RTDL_Wiki_Generation_Report_2026-04-09.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/external_raw/RTDL_v0.3_Final_Audit_Report_2026-04-09.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/external_raw/rtdl_v0_4_code_audit_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/external_raw/rtdl_v0_4_full_code_audit_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/final_v0_5_preview_session_audit_summary_2026-04-12.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/front_page_scope_correction_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/front_page_tutorial_usability_audit_2026-04-09.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/front_page_tutorial_usability_review_claude_2026-04-09.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/front_page_tutorial_usability_review_gemini_2026-04-09.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/full_rayjoin_repetition_feasibility_2026-04-02.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_duplicate_point_problem_review_2026-04-12.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_external_aggressive_user_v0_4_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal196_fixed_radius_neighbors_contract_review_2026-04-09.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal197_fixed_radius_neighbors_dsl_surface_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal198_fixed_radius_neighbors_truth_path_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal199_fixed_radius_neighbors_cpu_oracle_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal200_fixed_radius_neighbors_embree_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal201_fixed_radius_neighbors_external_baselines_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal202_knn_rows_contract_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal203_knn_rows_dsl_surface_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal204_knn_rows_truth_path_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal205_knn_rows_cpu_oracle_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal206_knn_rows_embree_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal207_knn_rows_external_baselines_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal208_v0_4_public_example_chain_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal209_v0_4_bounded_scaling_note_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal210_v0_4_preview_release_surface_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal211_v0_4_doc_consistency_audit_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal212_v0_4_full_audit_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal213_v0_4_release_packaging_prep_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal214_v0_4_application_examples_and_sql_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal215_v0_4_gpu_rework_proposal_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal216_fixed_radius_neighbors_optix_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal217_knn_rows_optix_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal218_fixed_radius_neighbors_vulkan_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal219_knn_rows_vulkan_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal220_v0_4_gpu_status_refresh_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal222_windows_harness_portability_closure_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal223_vulkan_harness_integration_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal224_gpu_goal_closure_pack_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal225_live_v0_4_doc_refresh_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal226_final_pre_performance_cleanup_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal227_beginner_tutorial_reorganization_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal228_v0_4_heavy_nearest_neighbor_perf_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal229_fixed_radius_neighbors_accelerated_boundary_fix_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal230_clean_release_prep_workspace_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal231_release_surface_alignment_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal232_final_pre_release_verification_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal233_final_release_decision_package_review_2026-04-10.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal234_external_user_ux_cleanup_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal238_v0_4_consistency_and_presentation_audit_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal239_final_public_surface_cleanup_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal241_system_level_audit_database_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal242_front_page_and_tutorial_audit_pass_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal243_release_docs_audit_pass_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal244_examples_audit_pass_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal245_code_surface_audit_pass_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal246_verification_surface_audit_pass_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal247_archive_surface_audit_pass_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal248_follow_up_remediation_pass_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal249_native_cpu_oracle_environment_hardening_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal250_feature_docs_audit_pass_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal251_architecture_process_docs_audit_pass_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal252_archive_and_early_goal_docs_audit_pass_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal253_v0_3_plus_goal_review_compliance_audit_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal254_engineering_support_docs_audit_pass_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal255_front_page_final_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal255_front_page_proposal_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal256_hidden_star_4k_artifact_integration_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal257_v0_5_readiness_current_state_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal258_v0_5_paper_consistency_charter_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal259_v0_5_3d_nearest_neighbor_surface_design_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
